SaleID,CustomerID,ProductID,SaleDate,Quantity,TotalAmount,DiscountApplied,OrderStatus,SalesRepID
421,421,421,2023-06-16,3,175.41,0.2,Cancelled,1001.0
422,422,422,2023-06-06,1,498.42,6.2,Delivered,1004.0
423,423,423,2023-06-17,3,207.69,4.46,Cancelled,1001.0
424,424,424,2023-06-10,2,253.45,3.7,Delivered,1004.0
425,425,425,2023-06-13,4,467.21,18.96,Processing,1005.0
426,426,426,2023-06-17,2,390.3,0.89,Delivered,1005.0
427,427,427,2023-06-05,1,434.62,11.43,Processing,1002.0
428,428,428,2023-06-17,1,310.59,15.98,Processing,1005.0
429,429,429,2023-06-03,1,232.6,16.93,Shipped,1005.0
430,430,430,2023-06-19,5,413.36,4.78,Shipped,1003.0
431,431,431,2023-06-19,4,311.68,4.87,Processing,1001.0
432,432,432,2023-06-16,2,158.96,17.52,Delivered,1004.0
433,433,433,2023-06-10,3,259.37,13.82,Cancelled,1002.0
434,434,434,2023-06-13,2,399.17,17.17,Delivered,1004.0
435,435,435,2023-06-01,4,328.03,3.91,Shipped,1005.0
436,436,436,2023-06-05,5,319.41,2.43,Cancelled,1005.0
437,437,437,2023-06-16,4,330.11,15.5,Processing,1002.0
438,438,438,2023-06-01,1,426.86,11.95,Processing,1004.0
439,439,439,2023-06-14,5,469.68,10.75,Cancelled,1004.0
440,440,440,2023-06-12,3,448.21,18.09,Shipped,1004.0
441,441,441,2023-06-18,3,423.18,19.15,Shipped,1003.0
442,442,442,2023-06-17,4,246.39,6.44,Cancelled,1003.0
443,443,443,2023-06-13,2,299.4,5.2,Processing,1004.0
444,444,444,2023-06-14,4,376.39,2.05,Cancelled,1005.0
445,445,445,2023-06-08,5,459.25,10.31,Cancelled,1003.0
446,446,446,2023-06-19,3,154.89,0.62,Shipped,1003.0
447,447,447,2023-06-04,5,193.58,14.8,Shipped,1002.0
448,448,448,2023-06-02,3,281.33,14.7,Delivered,1003.0
449,449,449,2023-06-17,5,158.08,15.95,Delivered,1004.0
450,450,450,2023-06-11,1,414.79,9.7,Delivered,1003.0
451,451,451,2023-06-17,2,349.3,9.99,Shipped,1002.0
452,452,452,2023-06-04,2,180.43,11.17,Delivered,1003.0
453,453,453,2023-06-18,5,163.58,0.18,Processing,1001.0
454,454,454,2023-06-09,1,181.27,0.73,Delivered,1003.0
455,455,455,2023-06-15,2,473.24,15.01,Shipped,1003.0
456,456,456,2023-06-02,5,386.16,17.19,Shipped,1002.0
457,457,457,2023-06-12,2,338.43,8.53,Processing,1002.0
458,458,458,2023-06-04,3,375.0,13.75,Shipped,1005.0
459,459,459,2023-06-15,5,341.99,7.02,Processing,1003.0
460,460,460,2023-06-09,3,330.65,17.59,Delivered,1001.0
461,461,461,2023-06-12,5,480.64,2.5,Delivered,1005.0
462,462,462,2023-06-14,2,253.49,14.26,Delivered,1002.0
463,463,463,2023-06-06,5,419.74,1.83,Processing,1001.0
464,464,464,2023-06-14,5,185.83,17.63,Delivered,1002.0
465,465,465,2023-06-04,3,370.73,15.21,Cancelled,1003.0
466,466,466,2023-06-03,2,201.17,6.29,Delivered,1001.0
467,467,467,2023-06-13,3,386.2,18.53,Delivered,1005.0
468,468,468,2023-06-14,4,475.31,2.45,Cancelled,1002.0
469,469,469,2023-06-14,4,218.25,3.9,Delivered,1004.0
470,470,470,2023-06-03,5,371.95,14.62,Cancelled,1003.0
471,471,471,2023-06-02,4,435.88,9.94,Shipped,1005.0
472,472,472,2023-06-04,1,158.26,0.05,Delivered,1003.0
473,473,473,2023-06-09,5,404.57,14.02,Processing,1003.0
474,474,474,2023-06-10,4,355.49,6.47,Processing,1002.0
475,475,475,2023-06-09,4,372.2,15.68,Shipped,1005.0
476,476,476,2023-06-12,4,317.63,11.56,Cancelled,1001.0
477,477,477,2023-06-01,2,333.83,4.65,Cancelled,1005.0
478,478,478,2023-06-19,4,293.24,10.26,Cancelled,1005.0
479,479,479,2023-06-01,3,329.12,5.85,Shipped,1004.0
480,480,480,2023-06-14,4,371.84,6.01,Cancelled,1003.0
481,481,481,2023-06-18,2,191.82,18.43,Processing,1005.0
482,482,482,2023-06-14,5,407.92,9.61,Shipped,1004.0
483,483,483,2023-06-05,5,154.55,18.29,Processing,1001.0
484,484,484,2023-06-14,3,427.18,4.87,Shipped,1005.0
485,485,485,2023-06-06,1,181.97,12.69,Processing,1001.0
486,486,486,2023-06-14,3,429.42,8.84,Cancelled,1002.0
487,487,487,2023-06-15,4,491.81,0.89,Processing,1004.0
488,488,488,2023-06-16,1,159.62,15.33,Shipped,1003.0
489,489,489,2023-06-09,3,381.36,6.31,Delivered,1003.0
490,490,490,2023-06-07,4,494.54,18.52,Processing,1002.0
491,491,491,2023-06-10,1,393.06,9.58,Cancelled,1002.0
492,492,492,2023-06-05,4,217.35,5.73,Shipped,1002.0
493,493,493,2023-06-17,4,264.67,18.76,Processing,1003.0
494,494,494,2023-06-19,1,438.68,16.63,Cancelled,1003.0
495,495,495,2023-06-07,4,281.4,4.59,Processing,1005.0
496,496,496,2023-06-15,3,284.37,3.7,Delivered,1003.0
497,497,497,2023-06-14,5,491.89,2.78,Processing,1003.0
498,498,498,2023-06-13,5,418.01,17.78,Delivered,1004.0
499,499,499,2023-06-17,2,281.67,11.94,Delivered,1004.0
500,500,500,2023-06-03,3,294.16,19.43,Processing,1003.0
501,501,501,2023-06-07,2,153.05,18.88,Delivered,1002.0
502,502,502,2023-06-06,4,348.88,17.71,Processing,1004.0
503,503,503,2023-06-05,5,245.77,10.32,Processing,1002.0
504,504,504,2023-06-13,3,374.51,9.02,Processing,1001.0
505,505,505,2023-06-05,4,159.92,5.81,Shipped,1005.0
506,506,506,2023-06-11,2,349.68,5.01,Cancelled,1003.0
507,507,507,2023-06-02,2,291.33,8.27,Cancelled,1001.0
508,508,508,2023-06-01,1,347.71,8.04,Processing,1005.0
509,509,509,2023-06-14,2,468.63,10.05,Cancelled,1003.0
510,510,510,2023-06-16,5,387.07,19.48,Delivered,1001.0
511,511,511,2023-06-04,1,418.91,3.32,Shipped,1001.0
512,512,512,2023-06-04,1,216.37,19.17,Processing,1004.0
513,513,513,2023-06-15,2,309.34,16.77,Processing,1002.0
514,514,514,2023-06-09,3,371.57,1.95,Shipped,1003.0
515,515,515,2023-06-07,5,478.55,6.05,Cancelled,1001.0
516,516,516,2023-06-07,4,154.87,11.79,Cancelled,1001.0
517,517,517,2023-06-18,5,300.01,16.79,Delivered,1002.0
518,518,518,2023-06-08,4,177.86,14.1,Cancelled,1003.0
519,519,519,2023-06-01,3,461.11,2.09,Delivered,1004.0
520,520,520,2023-06-17,1,435.02,17.49,Delivered,1002.0
521,521,521,2023-06-11,3,243.69,9.92,Cancelled,1002.0
522,522,522,2023-06-08,5,175.3,15.39,Cancelled,1001.0
523,523,523,2023-06-08,4,469.2,5.06,Processing,1002.0
524,524,524,2023-06-08,1,350.16,8.47,Shipped,1001.0
525,525,525,2023-06-07,4,260.63,18.74,Shipped,1005.0
526,526,526,2023-06-18,5,193.55,5.69,Cancelled,1002.0
527,527,527,2023-06-08,3,263.19,11.87,Shipped,1003.0
528,528,528,2023-06-17,3,243.43,10.82,Processing,1001.0
529,529,529,2023-06-17,2,258.21,12.83,Shipped,1004.0
530,530,530,2023-06-10,4,499.88,1.17,Cancelled,1001.0
531,531,531,2023-06-09,3,421.5,12.22,Delivered,1005.0
532,532,532,2023-06-06,1,319.12,13.32,Processing,1001.0
533,533,533,2023-06-13,3,265.6,3.0,Delivered,1004.0
534,534,534,2023-06-11,2,268.09,6.49,Shipped,1005.0
535,535,535,2023-06-12,1,417.47,14.59,Cancelled,1005.0
536,536,536,2023-06-13,1,400.94,16.59,Shipped,1004.0
537,537,537,2023-06-06,5,195.68,7.22,Shipped,1003.0
538,538,538,2023-06-04,5,267.15,7.23,Delivered,1002.0
539,539,539,2023-06-16,5,293.69,9.91,Delivered,1003.0
540,540,540,2023-06-08,4,495.42,16.5,Delivered,1001.0
541,541,541,2023-06-11,1,424.08,7.06,Delivered,1005.0
542,542,542,2023-06-02,3,314.48,14.82,Processing,1002.0
543,543,543,2023-06-12,2,406.77,12.78,Processing,1001.0
544,544,544,2023-06-17,5,491.74,5.57,Delivered,1003.0
545,545,545,2023-06-06,2,322.57,17.01,Shipped,1003.0
546,546,546,2023-06-19,5,229.72,18.98,Processing,1002.0
547,547,547,2023-06-01,1,273.71,1.32,Shipped,1002.0
548,548,548,2023-06-05,2,451.75,15.3,Delivered,1005.0
549,549,549,2023-06-03,3,257.23,8.6,Delivered,1005.0
550,550,550,2023-06-11,2,436.63,17.48,Processing,1003.0
551,551,551,2023-06-10,5,455.97,8.41,Processing,1003.0
552,552,552,2023-06-04,3,355.54,13.66,Processing,1003.0
553,553,553,2023-06-04,2,257.89,18.1,Processing,1005.0
554,554,554,2023-06-13,3,443.13,13.34,Cancelled,1003.0
555,555,555,2023-06-14,2,442.8,3.35,Shipped,1003.0
556,556,556,2023-06-04,5,376.07,4.9,Shipped,1003.0
557,557,557,2023-06-12,2,254.02,8.81,Processing,1001.0
558,558,558,2023-06-09,1,209.63,1.83,Delivered,1001.0
559,559,559,2023-06-12,1,221.1,16.17,Delivered,1005.0
560,560,560,2023-06-18,1,249.56,11.91,Shipped,1003.0
561,561,561,2023-06-09,1,403.66,0.84,Delivered,1002.0
562,562,562,2023-06-01,1,252.14,14.38,Processing,1002.0
563,563,563,2023-06-08,2,151.37,16.31,Processing,1001.0
564,564,564,2023-06-18,3,327.07,9.97,Cancelled,1001.0
565,565,565,2023-06-04,5,150.08,5.59,Shipped,1003.0
566,566,566,2023-06-01,1,224.82,1.39,Processing,1001.0
567,567,567,2023-06-05,1,162.03,11.93,Cancelled,1005.0
568,568,568,2023-06-11,3,319.65,11.61,Cancelled,1001.0
569,569,569,2023-06-13,2,165.87,13.65,Cancelled,1001.0
570,570,570,2023-06-07,3,494.43,12.78,Delivered,1005.0
571,571,571,2023-06-13,5,234.1,17.69,Shipped,1005.0
572,572,572,2023-06-12,4,223.51,15.72,Delivered,1005.0
573,573,573,2023-06-17,3,314.61,14.86,Delivered,1001.0
574,574,574,2023-06-09,2,490.13,10.44,Shipped,1003.0
575,575,575,2023-06-02,5,393.72,18.09,Shipped,1005.0
576,576,576,2023-06-10,4,230.66,4.23,Cancelled,1004.0
577,577,577,2023-06-19,3,464.34,10.53,Delivered,1002.0
578,578,578,2023-06-03,2,493.9,0.23,Delivered,1002.0
579,579,579,2023-06-17,4,243.63,8.44,Processing,1005.0
580,580,580,2023-06-03,1,348.38,10.91,Processing,1002.0
581,581,581,2023-06-04,4,358.17,12.96,Processing,1002.0
582,582,582,2023-06-07,5,440.31,3.78,Delivered,1004.0
583,583,583,2023-06-12,3,241.96,6.39,Shipped,1002.0
584,584,584,2023-06-16,4,278.33,1.91,Cancelled,1004.0
585,585,585,2023-06-07,4,176.13,1.55,Processing,1001.0
586,586,586,2023-06-17,3,265.51,15.18,Delivered,1004.0
587,587,587,2023-06-03,4,282.57,12.81,Cancelled,1002.0
588,588,588,2023-06-03,1,304.03,2.48,Delivered,1004.0
589,589,589,2023-06-06,3,306.51,14.74,Cancelled,1002.0
590,590,590,2023-06-02,5,306.98,2.27,Cancelled,1001.0
591,591,591,2023-06-13,4,375.25,13.61,Cancelled,1004.0
592,592,592,2023-06-11,1,210.01,11.12,Cancelled,1001.0
593,593,593,2023-06-08,5,409.27,13.17,Processing,1002.0
594,594,594,2023-06-18,3,370.68,19.87,Shipped,1005.0
595,595,595,2023-06-18,3,443.51,10.69,Processing,1003.0
596,596,596,2023-06-10,4,227.99,15.63,Cancelled,1001.0
597,597,597,2023-06-15,4,196.84,2.82,Processing,1003.0
598,598,598,2023-06-16,1,428.8,11.77,Delivered,1001.0
599,599,599,2023-06-03,2,454.63,6.96,Delivered,1003.0
600,600,600,2023-06-14,3,465.36,12.48,Cancelled,1003.0
601,601,601,2023-06-07,2,233.75,17.43,Shipped,1002.0
602,602,602,2023-06-16,1,481.11,0.83,Delivered,1001.0
603,603,603,2023-06-18,2,333.23,4.65,Delivered,1002.0
604,604,604,2023-06-11,3,179.21,6.45,Cancelled,1004.0
605,605,605,2023-06-15,3,445.33,8.13,Delivered,1005.0
606,606,606,2023-06-05,5,248.29,3.6,Cancelled,1005.0
607,607,607,2023-06-06,4,287.75,2.85,Delivered,1001.0
608,608,608,2023-06-13,5,447.11,19.84,Delivered,1005.0
609,609,609,2023-06-13,5,268.24,5.18,Delivered,1001.0
610,610,610,2023-06-02,1,178.96,14.21,Shipped,1005.0
611,611,611,2023-06-16,2,291.98,17.39,Shipped,1004.0
612,612,612,2023-06-09,3,415.94,19.08,Cancelled,1002.0
613,613,613,2023-06-04,1,260.03,8.74,Cancelled,1002.0
614,614,614,2023-06-02,2,318.5,10.36,Shipped,1005.0
615,615,615,2023-06-08,3,270.42,5.5,Cancelled,1002.0
616,616,616,2023-06-16,2,178.47,3.09,Shipped,1005.0
617,617,617,2023-06-05,1,245.01,15.77,Cancelled,1002.0
618,618,618,2023-06-18,5,436.45,14.03,Cancelled,1003.0
619,619,619,2023-06-14,2,171.55,8.94,Delivered,1001.0
620,620,620,2023-06-10,3,160.84,2.72,Delivered,1001.0
621,621,621,2023-06-15,4,422.31,8.28,Delivered,1004.0
622,622,622,2023-06-08,2,341.54,17.06,Processing,1004.0
623,623,623,2023-06-09,1,357.32,16.6,Cancelled,1001.0
624,624,624,2023-06-14,3,308.15,5.84,Processing,1003.0
625,625,625,2023-06-14,1,384.54,12.22,Processing,1002.0
626,626,626,2023-06-01,4,470.12,9.89,Processing,1003.0
627,627,627,2023-06-08,2,286.81,4.29,Delivered,1004.0
628,628,628,2023-06-18,1,213.19,4.09,Processing,1001.0
629,629,629,2023-06-14,1,343.32,0.06,Delivered,1002.0
630,630,630,2023-06-16,2,472.35,14.43,Processing,1001.0
631,631,631,2023-06-14,4,159.1,11.5,Delivered,1004.0
632,632,632,2023-06-10,2,162.73,12.53,Processing,1004.0
633,633,633,2023-06-05,1,344.41,9.99,Shipped,1001.0
634,634,634,2023-06-02,2,354.54,18.89,Delivered,1004.0
635,635,635,2023-06-06,4,153.16,11.28,Cancelled,1001.0
636,636,636,2023-06-04,1,487.09,2.32,Processing,1002.0
637,637,637,2023-06-19,2,271.69,12.72,Shipped,1005.0
638,638,638,2023-06-03,5,476.78,7.62,Cancelled,1004.0
639,639,639,2023-06-02,4,192.41,13.56,Delivered,1003.0
640,640,640,2023-06-06,3,199.76,11.29,Processing,1001.0
641,641,641,2023-06-03,5,497.78,12.69,Delivered,1004.0
642,642,642,2023-06-13,5,374.75,13.23,Processing,1001.0
643,643,643,2023-06-02,2,279.79,7.07,Processing,1002.0
644,644,644,2023-06-01,1,446.14,15.18,Shipped,1001.0
645,645,645,2023-06-19,3,226.78,6.82,Cancelled,1002.0
646,646,646,2023-06-11,4,168.74,6.52,Cancelled,1004.0
647,647,647,2023-06-09,3,192.32,5.32,Delivered,1002.0
648,648,648,2023-06-02,2,481.48,18.93,Delivered,1005.0
649,649,649,2023-06-15,2,349.19,1.57,Processing,1002.0
650,650,650,2023-06-07,3,402.78,5.72,Delivered,1004.0
651,651,651,2023-06-17,4,494.68,6.15,Cancelled,1003.0
652,652,652,2023-06-03,2,373.8,9.31,Processing,1001.0
653,653,653,2023-06-13,4,471.1,2.8,Shipped,1002.0
654,654,654,2023-06-19,4,356.53,10.62,Processing,1002.0
655,655,655,2023-06-16,1,228.84,15.67,Processing,1004.0
656,656,656,2023-06-11,2,236.02,6.08,Shipped,1001.0
657,657,657,2023-06-13,4,276.6,9.71,Cancelled,1001.0
658,658,658,2023-06-03,3,459.44,14.44,Shipped,1004.0
659,659,659,2023-06-04,4,297.56,3.18,Cancelled,1005.0
660,660,660,2023-06-11,1,406.2,2.4,Cancelled,1001.0
661,661,661,2023-06-18,3,186.16,12.18,Delivered,1001.0
662,662,662,2023-06-11,1,232.38,5.12,Delivered,1005.0
663,663,663,2023-06-07,1,458.14,5.55,Delivered,1002.0
664,664,664,2023-06-11,1,429.08,8.17,Shipped,1003.0
665,665,665,2023-06-18,1,450.08,12.44,Cancelled,1001.0
666,666,666,2023-06-12,5,207.87,13.54,Processing,1001.0
667,667,667,2023-06-12,4,187.65,15.39,Cancelled,1002.0
668,668,668,2023-06-07,5,186.22,11.37,Processing,1004.0
669,669,669,2023-06-07,5,223.33,1.04,Delivered,1003.0
670,670,670,2023-06-05,4,194.91,9.1,Delivered,1002.0
671,671,671,2023-06-04,4,456.09,8.25,Processing,1005.0
672,672,672,2023-06-17,2,257.46,7.64,Shipped,1004.0
673,673,673,2023-06-02,5,227.46,8.85,Delivered,1004.0
674,674,674,2023-06-07,4,276.36,5.53,Shipped,1005.0
675,675,675,2023-06-02,2,440.75,17.36,Processing,1004.0
676,676,676,2023-06-19,2,411.8,14.74,Cancelled,1004.0
677,677,677,2023-06-08,4,317.58,4.92,Shipped,1001.0
678,678,678,2023-06-03,3,261.85,4.16,Cancelled,1001.0
679,679,679,2023-06-07,1,255.33,11.98,Delivered,1004.0
680,680,680,2023-06-14,2,432.5,2.06,Shipped,1002.0
681,681,681,2023-06-01,1,252.11,7.15,Processing,1002.0
682,682,682,2023-06-01,4,416.58,10.98,Shipped,1005.0
683,683,683,2023-06-11,5,480.6,5.0,Delivered,1002.0
684,684,684,2023-06-07,5,316.69,2.96,Shipped,1002.0
685,685,685,2023-06-02,1,174.06,12.08,Shipped,1005.0
686,686,686,2023-06-10,2,155.79,18.17,Cancelled,1003.0
687,687,687,2023-06-12,5,236.14,13.09,Delivered,1003.0
688,688,688,2023-06-10,4,332.13,6.72,Processing,1002.0
689,689,689,2023-06-09,2,170.3,15.31,Cancelled,1005.0
690,690,690,2023-06-10,1,287.12,18.65,Processing,1001.0
691,691,691,2023-06-19,1,446.73,0.72,Delivered,1003.0
692,692,692,2023-06-04,4,172.63,6.4,Cancelled,1005.0
693,693,693,2023-06-11,3,482.22,6.78,Processing,1002.0
694,694,694,2023-06-17,1,340.09,0.53,Cancelled,1001.0
695,695,695,2023-06-09,4,320.46,2.55,Shipped,1004.0
696,696,696,2023-06-05,5,256.1,14.61,Delivered,1001.0
697,697,697,2023-06-14,1,499.74,2.69,Delivered,1001.0
698,698,698,2023-06-05,2,480.41,3.65,Shipped,1004.0
699,699,699,2023-06-09,1,278.89,10.34,Delivered,1004.0
700,700,700,2023-06-03,2,223.22,14.0,Cancelled,1001.0
701,701,701,2023-06-05,2,381.69,5.35,Shipped,1004.0
702,702,702,2023-06-12,2,330.18,12.77,Processing,1004.0
703,703,703,2023-06-05,5,287.71,14.69,Delivered,1004.0
704,704,704,2023-06-01,1,296.24,17.43,Processing,1003.0
705,705,705,2023-06-11,3,498.47,0.8,Shipped,1003.0
706,706,706,2023-06-01,2,302.64,14.08,Shipped,1003.0
707,707,707,2023-06-14,2,190.68,18.38,Shipped,1004.0
708,708,708,2023-06-18,1,453.13,9.56,Cancelled,1001.0
709,709,709,2023-06-01,4,459.01,17.87,Processing,1004.0
710,710,710,2023-06-13,3,297.14,13.79,Cancelled,1002.0
711,711,711,2023-06-11,1,421.22,16.21,Processing,1001.0
712,712,712,2023-06-13,5,374.64,6.42,Delivered,1001.0
713,713,713,2023-06-13,2,425.07,15.77,Shipped,1003.0
714,714,714,2023-06-17,3,285.43,9.04,Shipped,1002.0
715,715,715,2023-06-07,1,311.26,5.66,Delivered,1004.0
716,716,716,2023-06-13,5,401.62,12.41,Processing,1002.0
717,717,717,2023-06-14,4,410.02,10.95,Shipped,1001.0
718,718,718,2023-06-06,3,301.89,19.5,Cancelled,1005.0
719,719,719,2023-06-16,3,455.15,16.67,Delivered,1005.0
720,720,720,2023-06-16,2,489.04,5.89,Processing,1004.0
721,721,721,2023-06-19,5,303.47,9.96,Delivered,1002.0
722,722,722,2023-06-11,5,226.02,15.64,Processing,1004.0
723,723,723,2023-06-09,5,281.58,1.56,Cancelled,1004.0
724,724,724,2023-06-04,3,484.88,1.76,Cancelled,1004.0
725,725,725,2023-06-08,3,397.12,12.87,Delivered,1001.0
726,726,726,2023-06-19,1,328.14,1.61,Shipped,1005.0
727,727,727,2023-06-12,4,422.44,19.9,Delivered,1004.0
728,728,728,2023-06-18,5,377.63,5.63,Shipped,1004.0
729,729,729,2023-06-02,2,407.58,6.13,Delivered,1005.0
730,730,730,2023-06-05,1,324.86,11.9,Delivered,1004.0
731,731,731,2023-06-07,4,291.41,10.99,Processing,1005.0
732,732,732,2023-06-12,4,441.2,0.39,Processing,1003.0
733,733,733,2023-06-05,1,349.99,11.34,Shipped,1002.0
734,734,734,2023-06-04,2,382.39,4.28,Shipped,1005.0
735,735,735,2023-06-19,1,489.35,14.78,Processing,1005.0
736,736,736,2023-06-19,4,439.71,8.02,Processing,1003.0
737,737,737,2023-06-18,2,478.02,6.68,Shipped,1004.0
738,738,738,2023-06-19,3,162.29,0.15,Processing,1001.0
739,739,739,2023-06-14,4,378.83,18.33,Shipped,1001.0
740,740,740,2023-06-12,4,280.3,4.19,Shipped,1004.0
741,741,741,2023-06-13,1,403.12,1.65,Shipped,1005.0
742,742,742,2023-06-01,2,455.91,0.91,Processing,1001.0
743,743,743,2023-06-01,5,287.95,4.74,Shipped,1002.0
744,744,744,2023-06-11,4,487.87,19.55,Delivered,1001.0
745,745,745,2023-06-05,5,220.35,2.94,Processing,1005.0
746,746,746,2023-06-19,1,271.69,12.75,Processing,1005.0
747,747,747,2023-06-10,5,223.27,19.78,Processing,1002.0
748,748,748,2023-06-14,3,291.91,6.13,Shipped,1003.0
749,749,749,2023-06-08,2,324.62,5.11,Shipped,1002.0
750,750,750,2023-06-07,3,491.3,18.1,Delivered,1005.0
751,751,751,2023-06-04,1,444.0,15.65,Processing,1002.0
752,752,752,2023-06-09,4,494.83,7.0,Delivered,1005.0
753,753,753,2023-06-16,5,201.57,3.59,Cancelled,1001.0
754,754,754,2023-06-08,3,220.98,14.27,Processing,1004.0
755,755,755,2023-06-02,1,306.75,6.74,Cancelled,1005.0
756,756,756,2023-06-13,1,329.84,2.74,Shipped,1005.0
757,757,757,2023-06-02,4,394.22,6.21,Shipped,1004.0
758,758,758,2023-06-13,2,316.63,4.3,Cancelled,1002.0
759,759,759,2023-06-05,1,315.88,19.34,Delivered,1002.0
760,760,760,2023-06-07,4,294.74,10.11,Shipped,1001.0
761,761,761,2023-06-03,3,194.08,1.01,Processing,1001.0
762,762,762,2023-06-07,5,155.49,5.22,Cancelled,1003.0
763,763,763,2023-06-01,3,203.82,14.82,Shipped,1004.0
764,764,764,2023-06-10,1,253.22,18.8,Processing,1003.0
765,765,765,2023-06-01,4,269.24,1.37,Cancelled,1002.0
766,766,766,2023-06-14,3,264.66,7.0,Cancelled,1002.0
767,767,767,2023-06-04,1,379.16,14.61,Shipped,1004.0
768,768,768,2023-06-11,5,449.9,18.29,Cancelled,1003.0
769,769,769,2023-06-17,5,243.67,10.16,Processing,1001.0
770,770,770,2023-06-07,3,271.16,16.68,Processing,1002.0
771,771,771,2023-06-08,4,353.25,19.16,Processing,1002.0
772,772,772,2023-06-08,1,349.29,11.9,Cancelled,1002.0
773,773,773,2023-06-19,2,271.04,17.94,Processing,1005.0
774,774,774,2023-06-19,1,396.27,3.33,Processing,1004.0
775,775,775,2023-06-12,2,297.0,17.33,Cancelled,1002.0
776,776,776,2023-06-16,4,301.88,13.18,Shipped,1005.0
777,777,777,2023-06-13,1,430.2,12.62,Processing,1004.0
778,778,778,2023-06-01,1,348.16,0.91,Cancelled,1005.0
779,779,779,2023-06-10,1,375.8,15.99,Processing,1005.0
780,780,780,2023-06-17,3,489.35,15.24,Shipped,1003.0
781,781,781,2023-06-08,1,223.82,6.14,Shipped,1003.0
782,782,782,2023-06-09,3,299.94,11.8,Processing,1001.0
783,783,783,2023-06-04,2,439.19,5.63,Processing,1002.0
784,784,784,2023-06-17,1,214.04,13.19,Processing,1002.0
785,785,785,2023-06-17,5,353.6,14.1,Processing,1004.0
786,786,786,2023-06-10,4,174.85,14.77,Cancelled,1003.0
787,787,787,2023-06-10,3,392.09,9.7,Cancelled,1005.0
788,788,788,2023-06-12,3,310.3,4.32,Delivered,1003.0
789,789,789,2023-06-17,4,184.52,0.24,Delivered,1001.0
790,790,790,2023-06-17,4,150.4,4.29,Cancelled,1005.0
791,791,791,2023-06-15,2,306.07,13.77,Shipped,1005.0
792,792,792,2023-06-11,4,405.78,9.16,Delivered,1002.0
793,793,793,2023-06-09,1,289.9,8.12,Delivered,1001.0
794,794,794,2023-06-03,1,258.59,6.93,Cancelled,1003.0
795,795,795,2023-06-04,1,378.77,17.7,Delivered,1002.0
796,796,796,2023-06-01,1,375.98,8.01,Delivered,1003.0
797,797,797,2023-06-06,3,435.73,8.71,Delivered,1005.0
798,798,798,2023-06-13,5,206.23,16.32,Shipped,1004.0
799,799,799,2023-06-10,2,171.07,8.77,Processing,1004.0
800,800,800,2023-06-09,5,285.48,6.63,Delivered,1001.0
801,801,801,2023-06-15,2,193.48,18.48,Shipped,1004.0
802,802,802,2023-06-06,3,183.32,0.98,Delivered,1003.0
803,803,803,2023-06-15,3,441.85,2.1,Shipped,1003.0
804,804,804,2023-06-19,2,497.14,8.21,Shipped,1005.0
805,805,805,2023-06-15,5,409.46,2.07,Processing,1004.0
806,806,806,2023-06-10,1,492.56,9.9,Shipped,1001.0
807,807,807,2023-06-17,5,302.42,0.87,Processing,1002.0
808,808,808,2023-06-12,1,469.75,14.79,Shipped,1002.0
809,809,809,2023-06-01,4,329.08,2.07,Cancelled,1004.0
810,810,810,2023-06-10,2,179.38,15.98,Shipped,1002.0
811,811,811,2023-06-06,1,453.91,14.7,Processing,1003.0
812,812,812,2023-06-05,2,248.64,17.26,Cancelled,1005.0
813,813,813,2023-06-06,4,152.95,9.35,Shipped,1003.0
814,814,814,2023-06-10,2,325.17,6.68,Processing,1003.0
815,815,815,2023-06-12,1,217.28,19.75,Processing,1005.0
816,816,816,2023-06-07,4,489.24,7.26,Shipped,1001.0
817,817,817,2023-06-02,4,228.86,8.36,Processing,1003.0
818,818,818,2023-06-12,2,308.82,12.04,Cancelled,1005.0
819,819,819,2023-06-17,1,428.82,18.97,Processing,1003.0
820,820,820,2023-06-08,3,379.4,0.97,Delivered,1004.0
821,821,821,2023-06-06,3,309.06,18.39,Shipped,1003.0
822,822,822,2023-06-02,3,342.75,0.1,Cancelled,1003.0
823,823,823,2023-06-16,2,458.46,10.47,Delivered,1005.0
824,824,824,2023-06-14,4,343.19,1.92,Cancelled,1004.0
825,825,825,2023-06-12,3,154.14,7.51,Shipped,1002.0
826,826,826,2023-06-06,3,168.74,11.97,Cancelled,1005.0
827,827,827,2023-06-07,2,405.29,17.26,Shipped,1001.0
828,828,828,2023-06-13,1,381.85,11.74,Processing,1003.0
829,829,829,2023-06-02,1,151.71,14.83,Processing,1003.0
830,830,830,2023-06-13,4,254.47,4.27,Processing,1003.0
831,831,831,2023-06-13,2,423.7,19.22,Shipped,1003.0
832,832,832,2023-06-06,2,267.2,1.41,Processing,1004.0
833,833,833,2023-06-19,1,257.01,0.69,Delivered,1003.0
834,834,834,2023-06-03,1,159.61,8.98,Cancelled,1001.0
835,835,835,2023-06-07,2,335.52,9.94,Shipped,1001.0
836,836,836,2023-06-03,2,358.66,9.18,Delivered,1004.0
837,837,837,2023-06-15,4,382.92,7.13,Cancelled,1003.0
838,838,838,2023-06-18,5,224.73,19.66,Cancelled,1002.0
839,839,839,2023-06-17,1,228.08,18.78,Delivered,1004.0
840,840,840,2023-06-03,1,172.15,10.02,Processing,1002.0
841,841,841,2023-06-19,3,252.35,14.26,Delivered,1005.0
842,842,842,2023-06-15,3,213.78,18.9,Shipped,1005.0
843,843,843,2023-06-16,5,237.94,3.96,Processing,1002.0
